F_Longitude,F_Latitude,T_Longitude,T_Latitude,F,T,Num
7.873054,80.771797,35.126413,33.429859,Sri Lanka,Cyprus,6
33.93911,67.709953,35.126413,33.429859,Afghanistan,Cyprus,6
-0.228021,15.827659,35.126413,33.429859,Congo [Republic],Cyprus,8
30.375321,69.345116,35.126413,33.429859,Pakistan,Cyprus,9
30.585164,36.238414,35.126413,33.429859,Jordan,Cyprus,9
47.411631,28.369885,35.126413,33.429859,Moldova,Cyprus,13
8.460555,-11.779889,35.126413,33.429859,Sierra Leone,Cyprus,15
43.915886,17.679076,35.126413,33.429859,Bosnia and Herzegovina,Cyprus,15
40.069099,45.038189,35.126413,33.429859,Armenia,Cyprus,16
33.854721,35.862285,35.126413,33.429859,Lebanon,Cyprus,20
26.820553,30.802498,35.126413,33.429859,Egypt,Cyprus,21
48.379433,31.16558,35.126413,33.429859,Ukraine,Cyprus,21
44.016521,21.005859,35.126413,33.429859,Serbia,Cyprus,47
61.52401,105.318756,35.126413,33.429859,Russia,Cyprus,50
34.802075,38.996815,35.126413,33.429859,Syria,Cyprus,70
42.315407,43.356892,35.126413,33.429859,Georgia,Cyprus,74
38.963745,35.243322,35.126413,33.429859,Turkey,Cyprus,98
33.223191,43.679291,35.126413,33.429859,Iraq,Cyprus,354
32.427908,53.688046,35.126413,33.429859,Iran,Cyprus,378
-3.373056,29.918886,49.817492,15.472962,Burundi,Czech Republic,1
-1.940278,29.873888,49.817492,15.472962,Rwanda,Czech Republic,1
8.619543,0.824782,49.817492,15.472962,Togo,Czech Republic,1
14.497401,-14.452362,49.817492,15.472962,Senegal,Czech Republic,1
15.454166,18.732207,49.817492,15.472962,Chad,Czech Republic,1
28.033886,1.659626,49.817492,15.472962,Algeria,Czech Republic,1
30.585164,36.238414,49.817492,15.472962,Jordan,Czech Republic,1
31.791702,-7.09262,49.817492,15.472962,Morocco,Czech Republic,1
33.886917,9.537499,49.817492,15.472962,Tunisia,Czech Republic,1
38.861034,71.276093,49.817492,15.472962,Tajikistan,Czech Republic,1
8.460555,-11.779889,49.817492,15.472962,Sierra Leone,Czech Republic,2
11.825138,42.590275,49.817492,15.472962,Djibouti,Czech Republic,2
12.565679,104.990963,49.817492,15.472962,Cambodia,Czech Republic,2
13.443182,-15.310139,49.817492,15.472962,Gambia,Czech Republic,2
46.862496,103.846656,49.817492,15.472962,Mongolia,Czech Republic,2
-30.559482,22.937506,49.817492,15.472962,South Africa,Czech Republic,3
45.1,15.2,49.817492,15.472962,Croatia,Czech Republic,3
6.428055,-9.429499,49.817492,15.472962,Liberia,Czech Republic,4
7.369722,12.354722,49.817492,15.472962,Cameroon,Czech Republic,6
38.969719,59.556278,49.817492,15.472962,Turkmenistan,Czech Republic,6
9.945587,-9.696645,49.817492,15.472962,Guinea,Czech Republic,7
35.86166,104.195397,49.817492,15.472962,China,Czech Republic,8
43.915886,17.679076,49.817492,15.472962,Bosnia and Herzegovina,Czech Republic,11
41.153332,20.168331,49.817492,15.472962,Albania,Czech Republic,12
7.873054,80.771797,49.817492,15.472962,Sri Lanka,Czech Republic,13
9.145,40.489673,49.817492,15.472962,Ethiopia,Czech Republic,13
12.862807,30.217636,49.817492,15.472962,Sudan,Czech Republic,14
34.802075,38.996815,49.817492,15.472962,Syria,Czech Republic,16
7.946527,-1.023194,49.817492,15.472962,Ghana,Czech Republic,17
47.411631,28.369885,49.817492,15.472962,Moldova,Czech Republic,17
5.152149,46.199616,49.817492,15.472962,Somalia,Czech Republic,19
30.375321,69.345116,49.817492,15.472962,Pakistan,Czech Republic,19
38.963745,35.243322,49.817492,15.472962,Turkey,Czech Republic,19
9.081999,8.675277,49.817492,15.472962,Nigeria,Czech Republic,21
41.20438,74.766098,49.817492,15.472962,Kyrgyzstan,Czech Republic,21
-11.202692,17.873887,49.817492,15.472962,Angola,Czech Republic,22
40.143105,47.576927,49.817492,15.472962,Azerbaijan,Czech Republic,25
42.733883,25.48583,49.817492,15.472962,Bulgaria,Czech Republic,25
42.315407,43.356892,49.817492,15.472962,Georgia,Czech Republic,28
32.427908,53.688046,49.817492,15.472962,Iran,Czech Republic,31
41.377491,64.585262,49.817492,15.472962,Uzbekistan,Czech Republic,34
-0.228021,15.827659,49.817492,15.472962,Congo [Republic],Czech Republic,37
21.521757,-77.781167,49.817492,15.472962,Cuba,Czech Republic,38
44.016521,21.005859,49.817492,15.472962,Serbia,Czech Republic,56
14.058324,108.277199,49.817492,15.472962,Viet Nam ,Czech Republic,57
40.069099,45.038189,49.817492,15.472962,Armenia,Czech Republic,84
48.379433,31.16558,49.817492,15.472962,Ukraine,Czech Republic,85
48.019573,66.923684,49.817492,15.472962,Kazakhstan,Czech Republic,90
33.223191,43.679291,49.817492,15.472962,Iraq,Czech Republic,108
45.943161,24.96676,49.817492,15.472962,Romania,Czech Republic,120
33.93911,67.709953,49.817492,15.472962,Afghanistan,Czech Republic,226
53.709807,27.953389,49.817492,15.472962,Belarus,Czech Republic,253
61.52401,105.318756,49.817492,15.472962,Russia,Czech Republic,415
-35.675147,-71.542969,56.26392,9.501785,Chile,Denmark,1
-32.522779,-55.765835,56.26392,9.501785,Uruguay,Denmark,1
-9.189967,-75.015152,56.26392,9.501785,Peru,Denmark,1
-0.789275,113.921327,56.26392,9.501785,Indonesia,Denmark,1
6.428055,-9.429499,56.26392,9.501785,Liberia,Denmark,1
7.946527,-1.023194,56.26392,9.501785,Ghana,Denmark,1
12.879721,121.774017,56.26392,9.501785,Philippines,Denmark,1
15.454166,18.732207,56.26392,9.501785,Chad,Denmark,1
15.783471,-90.230759,56.26392,9.501785,Guatemala,Denmark,1
15.870032,100.992541,56.26392,9.501785,Thailand,Denmark,1
21.00789,-10.940835,56.26392,9.501785,Mauritania,Denmark,1
25.930414,50.637772,56.26392,9.501785,Bahrain,Denmark,1
29.31166,47.481766,56.26392,9.501785,Kuwait,Denmark,1
31.791702,-7.09262,56.26392,9.501785,Morocco,Denmark,1
37.09024,-95.712891,56.26392,9.501785,United States,Denmark,1
38.861034,71.276093,56.26392,9.501785,Tajikistan,Denmark,1
7.539989,-5.54708,56.26392,9.501785,C?te d'Ivoire,Denmark,2
21.521757,-77.781167,56.26392,9.501785,Cuba,Denmark,2
51.919438,19.145136,56.26392,9.501785,Poland,Denmark,2
28.394857,84.124008,56.26392,9.501785,Nepal,Denmark,3
-19.015438,29.154857,56.26392,9.501785,Zimbabwe,Denmark,4
23.684994,90.356331,56.26392,9.501785,Bangladesh,Denmark,4
27.514162,90.433601,56.26392,9.501785,Bhutan,Denmark,4
-0.023559,37.906193,56.26392,9.501785,Kenya,Denmark,5
46.862496,103.846656,56.26392,9.501785,Mongolia,Denmark,5
9.945587,-9.696645,56.26392,9.501785,Guinea,Denmark,6
12.565679,104.990963,56.26392,9.501785,Cambodia,Denmark,6
15.552727,48.516388,56.26392,9.501785,Yemen,Denmark,6
4.570868,-74.297333,56.26392,9.501785,Colombia,Denmark,8
40.339852,127.510093,56.26392,9.501785,North Korea,Denmark,8
45.943161,24.96676,56.26392,9.501785,Romania,Denmark,8
8.460555,-11.779889,56.26392,9.501785,Sierra Leone,Denmark,9
48.019573,66.923684,56.26392,9.501785,Kazakhstan,Denmark,10
48.669026,19.699024,56.26392,9.501785,Slovakia,Denmark,10
9.081999,8.675277,56.26392,9.501785,Nigeria,Denmark,11
33.886917,9.537499,56.26392,9.501785,Tunisia,Denmark,12
26.820553,30.802498,56.26392,9.501785,Egypt,Denmark,13
45.1,15.2,56.26392,9.501785,Croatia,Denmark,13
1.373333,32.290275,56.26392,9.501785,Uganda,Denmark,14
41.377491,64.585262,56.26392,9.501785,Uzbekistan,Denmark,14
7.369722,12.354722,56.26392,9.501785,Cameroon,Denmark,15
-11.202692,17.873887,56.26392,9.501785,Angola,Denmark,17
28.033886,1.659626,56.26392,9.501785,Algeria,Denmark,17
15.179384,39.782334,56.26392,9.501785,Eritrea,Denmark,18
47.411631,28.369885,56.26392,9.501785,Moldova,Denmark,20
30.585164,36.238414,56.26392,9.501785,Jordan,Denmark,24
26.3351,17.228331,56.26392,9.501785,Libya,Denmark,28
53.709807,27.953389,56.26392,9.501785,Belarus,Denmark,37
42.315407,43.356892,56.26392,9.501785,Georgia,Denmark,44
9.145,40.489673,56.26392,9.501785,Ethiopia,Denmark,46
48.379433,31.16558,56.26392,9.501785,Ukraine,Denmark,49
30.375321,69.345116,56.26392,9.501785,Pakistan,Denmark,50
38.963745,35.243322,56.26392,9.501785,Turkey,Denmark,50
41.153332,20.168331,56.26392,9.501785,Albania,Denmark,51
20.593684,78.96288,56.26392,9.501785,India,Denmark,63
35.86166,104.195397,56.26392,9.501785,China,Denmark,86
14.058324,108.277199,56.26392,9.501785,Viet Nam ,Denmark,88
-0.228021,15.827659,56.26392,9.501785,Congo [Republic],Denmark,96
33.854721,35.862285,56.26392,9.501785,Lebanon,Denmark,97
12.862807,30.217636,56.26392,9.501785,Sudan,Denmark,99
-1.940278,29.873888,56.26392,9.501785,Rwanda,Denmark,113
40.143105,47.576927,56.26392,9.501785,Azerbaijan,Denmark,127
40.069099,45.038189,56.26392,9.501785,Armenia,Denmark,128
-3.373056,29.918886,56.26392,9.501785,Burundi,Denmark,169
7.873054,80.771797,56.26392,9.501785,Sri Lanka,Denmark,233
34.802075,38.996815,56.26392,9.501785,Syria,Denmark,272
61.52401,105.318756,56.26392,9.501785,Russia,Denmark,587
32.427908,53.688046,56.26392,9.501785,Iran,Denmark,805
43.915886,17.679076,56.26392,9.501785,Bosnia and Herzegovina,Denmark,1116
5.152149,46.199616,56.26392,9.501785,Somalia,Denmark,2483
44.016521,21.005859,56.26392,9.501785,Serbia,Denmark,2936
33.93911,67.709953,56.26392,9.501785,Afghanistan,Denmark,5214
33.223191,43.679291,56.26392,9.501785,Iraq,Denmark,7102
15.552727,48.516388,11.825138,42.590275,Yemen,Djibouti,2
12.862807,30.217636,11.825138,42.590275,Sudan,Djibouti,3
15.179384,39.782334,11.825138,42.590275,Eritrea,Djibouti,150
9.145,40.489673,11.825138,42.590275,Ethiopia,Djibouti,551
5.152149,46.199616,11.825138,42.590275,Somalia,Djibouti,8522
-38.416097,-63.616672,-1.831239,-78.183406,Argentina,Ecuador,1
-32.522779,-55.765835,-1.831239,-78.183406,Uruguay,Ecuador,1
-30.559482,22.937506,-1.831239,-78.183406,South Africa,Ecuador,1
-26.522503,31.465866,-1.831239,-78.183406,Swaziland,Ecuador,1
-23.442503,-58.443832,-1.831239,-78.183406,Paraguay,Ecuador,1
-19.015438,29.154857,-1.831239,-78.183406,Zimbabwe,Ecuador,1
8.460555,-11.779889,-1.831239,-78.183406,Sierra Leone,Ecuador,1
9.145,40.489673,-1.831239,-78.183406,Ethiopia,Ecuador,1
12.865416,-85.207229,-1.831239,-78.183406,Nicaragua,Ecuador,1
14.497401,-14.452362,-1.831239,-78.183406,Senegal,Ecuador,1
17.570692,-3.996166,-1.831239,-78.183406,Mali,Ecuador,1
17.607789,8.081666,-1.831239,-78.183406,Niger,Ecuador,1
18.735693,-70.162651,-1.831239,-78.183406,Dominican Republic,Ecuador,1
23.684994,90.356331,-1.831239,-78.183406,Bangladesh,Ecuador,1
26.820553,30.802498,-1.831239,-78.183406,Egypt,Ecuador,1
29.31166,47.481766,-1.831239,-78.183406,Kuwait,Ecuador,1
40.463667,-3.74922,-1.831239,-78.183406,Spain,Ecuador,1
43.915886,17.679076,-1.831239,-78.183406,Bosnia and Herzegovina,Ecuador,1
48.379433,31.16558,-1.831239,-78.183406,Ukraine,Ecuador,1
51.165691,10.451526,-1.831239,-78.183406,Germany,Ecuador,1
51.919438,19.145136,-1.831239,-78.183406,Poland,Ecuador,1
55.169438,23.881275,-1.831239,-78.183406,Lithuania,Ecuador,1
-11.875001,43.872219,-1.831239,-78.183406,Comoros,Ecuador,2
-11.202692,17.873887,-1.831239,-78.183406,Angola,Ecuador,2
-3.373056,29.918886,-1.831239,-78.183406,Burundi,Ecuador,2
7.369722,12.354722,-1.831239,-78.183406,Cameroon,Ecuador,2
7.946527,-1.023194,-1.831239,-78.183406,Ghana,Ecuador,2
8.537981,-80.782127,-1.831239,-78.183406,Panama,Ecuador,2
8.619543,0.824782,-1.831239,-78.183406,Togo,Ecuador,2
20.593684,78.96288,-1.831239,-78.183406,India,Ecuador,2
37.09024,-95.712891,-1.831239,-78.183406,United States,Ecuador,2
38.963745,35.243322,-1.831239,-78.183406,Turkey,Ecuador,2
40.143105,47.576927,-1.831239,-78.183406,Azerbaijan,Ecuador,2
15.179384,39.782334,-1.831239,-78.183406,Eritrea,Ecuador,3
15.199999,-86.241905,-1.831239,-78.183406,Honduras,Ecuador,3
23.885942,45.079162,-1.831239,-78.183406,Saudi Arabia,Ecuador,3
12.862807,30.217636,-1.831239,-78.183406,Sudan,Ecuador,4
14.058324,108.277199,-1.831239,-78.183406,Viet Nam ,Ecuador,4
24.215527,-12.885834,-1.831239,-78.183406,Western Sahara,Ecuador,4
28.394857,84.124008,-1.831239,-78.183406,Nepal,Ecuador,4
33.854721,35.862285,-1.831239,-78.183406,Lebanon,Ecuador,4
41.377491,64.585262,-1.831239,-78.183406,Uzbekistan,Ecuador,4
-35.675147,-71.542969,-1.831239,-78.183406,Chile,Ecuador,5
6.42375,-66.58973,-1.831239,-78.183406,Venezuela,Ecuador,5
9.081999,8.675277,-1.831239,-78.183406,Nigeria,Ecuador,5
9.945587,-9.696645,-1.831239,-78.183406,Guinea,Ecuador,5
13.794185,-88.89653,-1.831239,-78.183406,El Salvador,Ecuador,5
31.791702,-7.09262,-1.831239,-78.183406,Morocco,Ecuador,5
40.069099,45.038189,-1.831239,-78.183406,Armenia,Ecuador,5
5.152149,46.199616,-1.831239,-78.183406,Somalia,Ecuador,6
6.428055,-9.429499,-1.831239,-78.183406,Liberia,Ecuador,6
41.153332,20.168331,-1.831239,-78.183406,Albania,Ecuador,6
7.873054,80.771797,-1.831239,-78.183406,Sri Lanka,Ecuador,7
34.802075,38.996815,-1.831239,-78.183406,Syria,Ecuador,10
35.86166,104.195397,-1.831239,-78.183406,China,Ecuador,12
18.971187,-72.285215,-1.831239,-78.183406,Haiti,Ecuador,14
44.016521,21.005859,-1.831239,-78.183406,Serbia,Ecuador,14
30.375321,69.345116,-1.831239,-78.183406,Pakistan,Ecuador,15
61.52401,105.318756,-1.831239,-78.183406,Russia,Ecuador,19
32.427908,53.688046,-1.831239,-78.183406,Iran,Ecuador,23
33.223191,43.679291,-1.831239,-78.183406,Iraq,Ecuador,34
33.93911,67.709953,-1.831239,-78.183406,Afghanistan,Ecuador,79
-9.189967,-75.015152,-1.831239,-78.183406,Peru,Ecuador,87
21.521757,-77.781167,-1.831239,-78.183406,Cuba,Ecuador,237
4.570868,-74.297333,-1.831239,-78.183406,Colombia,Ecuador,18337
-11.202692,17.873887,26.820553,30.802498,Angola,Egypt,1
6.611111,20.939444,26.820553,30.802498,Central African Republic,Egypt,1
7.369722,12.354722,26.820553,30.802498,Cameroon,Egypt,1
7.873054,80.771797,26.820553,30.802498,Sri Lanka,Egypt,1
8.619543,0.824782,26.820553,30.802498,Togo,Egypt,1
9.081999,8.675277,26.820553,30.802498,Nigeria,Egypt,1
9.945587,-9.696645,26.820553,30.802498,Guinea,Egypt,1
20.593684,78.96288,26.820553,30.802498,India,Egypt,1
23.885942,45.079162,26.820553,30.802498,Saudi Arabia,Egypt,1
32.427908,53.688046,26.820553,30.802498,Iran,Egypt,1
26.3351,17.228331,26.820553,30.802498,Libya,Egypt,3
28.033886,1.659626,26.820553,30.802498,Algeria,Egypt,4
11.825138,42.590275,26.820553,30.802498,Djibouti,Egypt,5
33.886917,9.537499,26.820553,30.802498,Tunisia,Egypt,5
35.86166,104.195397,26.820553,30.802498,China,Egypt,5
41.377491,64.585262,26.820553,30.802498,Uzbekistan,Egypt,5
6.428055,-9.429499,26.820553,30.802498,Liberia,Egypt,6
61.52401,105.318756,26.820553,30.802498,Russia,Egypt,7
44.016521,21.005859,26.820553,30.802498,Serbia,Egypt,8
29.31166,47.481766,26.820553,30.802498,Kuwait,Egypt,9
34.802075,38.996815,26.820553,30.802498,Syria,Egypt,9
1.373333,32.290275,26.820553,30.802498,Uganda,Egypt,12
-1.940278,29.873888,26.820553,30.802498,Rwanda,Egypt,16
15.454166,18.732207,26.820553,30.802498,Chad,Egypt,16
-0.228021,15.827659,26.820553,30.802498,Congo [Republic],Egypt,26
33.93911,67.709953,26.820553,30.802498,Afghanistan,Egypt,28
-3.373056,29.918886,26.820553,30.802498,Burundi,Egypt,39
8.460555,-11.779889,26.820553,30.802498,Sierra Leone,Egypt,58
7.539989,-5.54708,26.820553,30.802498,C?te d'Ivoire,Egypt,147
15.552727,48.516388,26.820553,30.802498,Yemen,Egypt,204
9.145,40.489673,26.820553,30.802498,Ethiopia,Egypt,473
15.179384,39.782334,26.820553,30.802498,Eritrea,Egypt,752
5.152149,46.199616,26.820553,30.802498,Somalia,Egypt,5600
33.223191,43.679291,26.820553,30.802498,Iraq,Egypt,10091
12.862807,30.217636,26.820553,30.802498,Sudan,Egypt,10146
4.570868,-74.297333,13.794185,-88.89653,Colombia,El Salvador,3
12.865416,-85.207229,13.794185,-88.89653,Nicaragua,El Salvador,29
9.145,40.489673,15.179384,39.782334,Ethiopia,Eritrea,76
12.862807,30.217636,15.179384,39.782334,Sudan,Eritrea,111
5.152149,46.199616,15.179384,39.782334,Somalia,Eritrea,4675
5.152149,46.199616,58.595272,25.013607,Somalia,Estonia,1
33.223191,43.679291,58.595272,25.013607,Iraq,Estonia,1
38.963745,35.243322,58.595272,25.013607,Turkey,Estonia,1
28.033886,1.659626,58.595272,25.013607,Algeria,Estonia,2
38.969719,59.556278,58.595272,25.013607,Turkmenistan,Estonia,2
53.709807,27.953389,58.595272,25.013607,Belarus,Estonia,2
61.52401,105.318756,58.595272,25.013607,Russia,Estonia,3
7.873054,80.771797,58.595272,25.013607,Sri Lanka,Estonia,4
33.93911,67.709953,58.595272,25.013607,Afghanistan,Estonia,6
-19.015438,29.154857,9.145,40.489673,Zimbabwe,Ethiopia,1
-6.369028,34.888822,9.145,40.489673,Tanzania,Ethiopia,1
8.619543,0.824782,9.145,40.489673,Togo,Ethiopia,1
9.081999,8.675277,9.145,40.489673,Nigeria,Ethiopia,1
9.945587,-9.696645,9.145,40.489673,Guinea,Ethiopia,1
33.93911,67.709953,9.145,40.489673,Afghanistan,Ethiopia,1
15.552727,48.516388,9.145,40.489673,Yemen,Ethiopia,2
49.817492,15.472962,9.145,40.489673,Czech Republic,Ethiopia,2
-1.940278,29.873888,9.145,40.489673,Rwanda,Ethiopia,7
1.373333,32.290275,9.145,40.489673,Uganda,Ethiopia,34
11.825138,42.590275,9.145,40.489673,Djibouti,Ethiopia,52
-3.373056,29.918886,9.145,40.489673,Burundi,Ethiopia,54
-0.228021,15.827659,9.145,40.489673,Congo [Republic],Ethiopia,225
-0.023559,37.906193,9.145,40.489673,Kenya,Ethiopia,2645
15.179384,39.782334,9.145,40.489673,Eritrea,Ethiopia,21018
12.862807,30.217636,9.145,40.489673,Sudan,Ethiopia,25913
5.152149,46.199616,9.145,40.489673,Somalia,Ethiopia,33625
-19.015438,29.154857,61.92411,25.748151,Zimbabwe,Finland,1
-18.665695,35.529562,61.92411,25.748151,Mozambique,Finland,1
-3.373056,29.918886,61.92411,25.748151,Burundi,Finland,1
-0.789275,113.921327,61.92411,25.748151,Indonesia,Finland,1
6.42375,-66.58973,61.92411,25.748151,Venezuela,Finland,1
11.803749,-15.180413,61.92411,25.748151,Guinea-Bissau,Finland,1
15.454166,18.732207,61.92411,25.748151,Chad,Finland,1
26.820553,30.802498,61.92411,25.748151,Egypt,Finland,1
42.315407,43.356892,61.92411,25.748151,Georgia,Finland,1
45.943161,24.96676,61.92411,25.748151,Romania,Finland,1
46.862496,103.846656,61.92411,25.748151,Mongolia,Finland,1
14.058324,108.277199,61.92411,25.748151,Viet Nam ,Finland,2
49.817492,15.472962,61.92411,25.748151,Czech Republic,Finland,2
1.373333,32.290275,61.92411,25.748151,Uganda,Finland,3
12.862807,30.217636,61.92411,25.748151,Sudan,Finland,3
14.497401,-14.452362,61.92411,25.748151,Senegal,Finland,3
15.199999,-86.241905,61.92411,25.748151,Honduras,Finland,3
21.00789,-10.940835,61.92411,25.748151,Mauritania,Finland,3
47.411631,28.369885,61.92411,25.748151,Moldova,Finland,3
-13.254308,34.301525,61.92411,25.748151,Malawi,Finland,4
-9.189967,-75.015152,61.92411,25.748151,Peru,Finland,4
-6.369028,34.888822,61.92411,25.748151,Tanzania,Finland,4
6.428055,-9.429499,61.92411,25.748151,Liberia,Finland,4
15.179384,39.782334,61.92411,25.748151,Eritrea,Finland,4
38.969719,59.556278,61.92411,25.748151,Turkmenistan,Finland,4
42.733883,25.48583,61.92411,25.748151,Bulgaria,Finland,4
7.539989,-5.54708,61.92411,25.748151,C?te d'Ivoire,Finland,5
8.619543,0.824782,61.92411,25.748151,Togo,Finland,5
31.046051,34.851612,61.92411,25.748151,Israel,Finland,5
47.162494,19.503304,61.92411,25.748151,Hungary,Finland,5
12.565679,104.990963,61.92411,25.748151,Cambodia,Finland,7
30.585164,36.238414,61.92411,25.748151,Jordan,Finland,7
9.945587,-9.696645,61.92411,25.748151,Guinea,Finland,8
13.443182,-15.310139,61.92411,25.748151,Gambia,Finland,8
28.394857,84.124008,61.92411,25.748151,Nepal,Finland,8
21.521757,-77.781167,61.92411,25.748151,Cuba,Finland,9
41.20438,74.766098,61.92411,25.748151,Kyrgyzstan,Finland,9
56.879635,24.603189,61.92411,25.748151,Latvia,Finland,9
31.791702,-7.09262,61.92411,25.748151,Morocco,Finland,10
33.854721,35.862285,61.92411,25.748151,Lebanon,Finland,11
20.593684,78.96288,61.92411,25.748151,India,Finland,12
-16.290154,-63.588653,61.92411,25.748151,Bolivia,Finland,13
4.570868,-74.297333,61.92411,25.748151,Colombia,Finland,13
40.069099,45.038189,61.92411,25.748151,Armenia,Finland,13
45.1,15.2,61.92411,25.748151,Croatia,Finland,13
48.669026,19.699024,61.92411,25.748151,Slovakia,Finland,15
38.861034,71.276093,61.92411,25.748151,Tajikistan,Finland,16
7.946527,-1.023194,61.92411,25.748151,Ghana,Finland,19
41.153332,20.168331,61.92411,25.748151,Albania,Finland,19
48.019573,66.923684,61.92411,25.748151,Kazakhstan,Finland,19
48.379433,31.16558,61.92411,25.748151,Ukraine,Finland,19
30.375321,69.345116,61.92411,25.748151,Pakistan,Finland,23
8.460555,-11.779889,61.92411,25.748151,Sierra Leone,Finland,24
26.3351,17.228331,61.92411,25.748151,Libya,Finland,24
41.377491,64.585262,61.92411,25.748151,Uzbekistan,Finland,26
28.033886,1.659626,61.92411,25.748151,Algeria,Finland,29
-1.940278,29.873888,61.92411,25.748151,Rwanda,Finland,30
53.709807,27.953389,61.92411,25.748151,Belarus,Finland,42
23.684994,90.356331,61.92411,25.748151,Bangladesh,Finland,43
7.369722,12.354722,61.92411,25.748151,Cameroon,Finland,44
35.86166,104.195397,61.92411,25.748151,China,Finland,45
9.081999,8.675277,61.92411,25.748151,Nigeria,Finland,50
34.802075,38.996815,61.92411,25.748151,Syria,Finland,50
40.143105,47.576927,61.92411,25.748151,Azerbaijan,Finland,52
9.145,40.489673,61.92411,25.748151,Ethiopia,Finland,60
7.873054,80.771797,61.92411,25.748151,Sri Lanka,Finland,91
43.915886,17.679076,61.92411,25.748151,Bosnia and Herzegovina,Finland,115
-0.228021,15.827659,61.92411,25.748151,Congo [Republic],Finland,143
-11.202692,17.873887,61.92411,25.748151,Angola,Finland,188
32.427908,53.688046,61.92411,25.748151,Iran,Finland,260
38.963745,35.243322,61.92411,25.748151,Turkey,Finland,337
61.52401,105.318756,61.92411,25.748151,Russia,Finland,347
33.93911,67.709953,61.92411,25.748151,Afghanistan,Finland,578
44.016521,21.005859,61.92411,25.748151,Serbia,Finland,1064
33.223191,43.679291,61.92411,25.748151,Iraq,Finland,1206
5.152149,46.199616,61.92411,25.748151,Somalia,Finland,1219
-38.416097,-63.616672,46.227638,2.213749,Argentina,France,5
15.552727,48.516388,46.227638,2.213749,Yemen,France,5
23.634501,-102.552784,46.227638,2.213749,Mexico,France,5
30.585164,36.238414,46.227638,2.213749,Jordan,France,5
-0.789275,113.921327,46.227638,2.213749,Indonesia,France,6
6.42375,-66.58973,46.227638,2.213749,Venezuela,France,8
-14.235004,-51.92528,46.227638,2.213749,Brazil,France,9
38.969719,59.556278,46.227638,2.213749,Turkmenistan,France,10
58.595272,25.013607,46.227638,2.213749,Estonia,France,10
24.215527,-12.885834,46.227638,2.213749,Western Sahara,France,11
51.165691,10.451526,46.227638,2.213749,Germany,France,11
55.169438,23.881275,46.227638,2.213749,Lithuania,France,12
-18.665695,35.529562,46.227638,2.213749,Mozambique,France,13
9.30769,2.315834,46.227638,2.213749,Benin,France,14
26.3351,17.228331,46.227638,2.213749,Libya,France,14
-0.803689,11.609444,46.227638,2.213749,Gabon,France,15
13.794185,-88.89653,46.227638,2.213749,El Salvador,France,16
42.708678,19.37439,46.227638,2.213749,Montenegro,France,17
-30.559482,22.937506,46.227638,2.213749,South Africa,France,18
-0.023559,37.906193,46.227638,2.213749,Kenya,France,19
15.783471,-90.230759,46.227638,2.213749,Guatemala,France,19
-19.015438,29.154857,46.227638,2.213749,Zimbabwe,France,21
38.861034,71.276093,46.227638,2.213749,Tajikistan,France,25
49.817492,15.472962,46.227638,2.213749,Czech Republic,France,28
1.650801,10.267895,46.227638,2.213749,Equatorial Guinea,France,30
27.514162,90.433601,46.227638,2.213749,Bhutan,France,31
-1.831239,-78.183406,46.227638,2.213749,Ecuador,France,32
-16.290154,-63.588653,46.227638,2.213749,Bolivia,France,37
17.607789,8.081666,46.227638,2.213749,Niger,France,37
1.373333,32.290275,46.227638,2.213749,Uganda,France,38
28.394857,84.124008,46.227638,2.213749,Nepal,France,42
56.879635,24.603189,46.227638,2.213749,Latvia,France,43
12.238333,-1.561593,46.227638,2.213749,Burkina Faso,France,44
13.443182,-15.310139,46.227638,2.213749,Gambia,France,53
47.162494,19.503304,46.227638,2.213749,Hungary,France,59
45.1,15.2,46.227638,2.213749,Croatia,France,72
-35.675147,-71.542969,46.227638,2.213749,Chile,France,77
11.825138,42.590275,46.227638,2.213749,Djibouti,France,79
42.733883,25.48583,46.227638,2.213749,Bulgaria,France,83
33.854721,35.862285,46.227638,2.213749,Lebanon,France,89
48.669026,19.699024,46.227638,2.213749,Slovakia,France,103
31.791702,-7.09262,46.227638,2.213749,Morocco,France,109
26.820553,30.802498,46.227638,2.213749,Egypt,France,111
-11.875001,43.872219,46.227638,2.213749,Comoros,France,114
21.521757,-77.781167,46.227638,2.213749,Cuba,France,116
41.20438,74.766098,46.227638,2.213749,Kyrgyzstan,France,144
41.377491,64.585262,46.227638,2.213749,Uzbekistan,France,171
14.497401,-14.452362,46.227638,2.213749,Senegal,France,179
51.919438,19.145136,46.227638,2.213749,Poland,France,185
45.943161,24.96676,46.227638,2.213749,Romania,France,186
6.428055,-9.429499,46.227638,2.213749,Liberia,France,211
20.593684,78.96288,46.227638,2.213749,India,France,213
-18.766947,46.869107,46.227638,2.213749,Madagascar,France,216
46.862496,103.846656,46.227638,2.213749,Mongolia,France,218
15.179384,39.782334,46.227638,2.213749,Eritrea,France,222
34.802075,38.996815,46.227638,2.213749,Syria,France,233
-9.189967,-75.015152,46.227638,2.213749,Peru,France,263
-3.373056,29.918886,46.227638,2.213749,Burundi,France,302
33.886917,9.537499,46.227638,2.213749,Tunisia,France,303
48.019573,66.923684,46.227638,2.213749,Kazakhstan,France,322
30.375321,69.345116,46.227638,2.213749,Pakistan,France,338
8.460555,-11.779889,46.227638,2.213749,Sierra Leone,France,349
