F_Longitude,F_Latitude,T_Longitude,T_Latitude,F,T,Num
33.223191,43.679291,33.93911,67.709953,Iraq,Afghanistan,7
32.427908,53.688046,33.93911,67.709953,Iran,Afghanistan,30
26.820553,30.802498,41.153332,20.168331,Egypt,Albania,1
28.033886,1.659626,41.153332,20.168331,Algeria,Albania,1
41.377491,64.585262,41.153332,20.168331,Uzbekistan,Albania,1
38.963745,35.243322,41.153332,20.168331,Turkey,Albania,2
49.817492,15.472962,41.153332,20.168331,Czech Republic,Albania,2
35.86166,104.195397,41.153332,20.168331,China,Albania,4
33.223191,43.679291,41.153332,20.168331,Iraq,Albania,5
44.016521,21.005859,41.153332,20.168331,Serbia,Albania,47
6.611111,20.939444,28.033886,1.659626,Central African Republic,Algeria,1
26.3351,17.228331,28.033886,1.659626,Libya,Algeria,1
33.223191,43.679291,28.033886,1.659626,Iraq,Algeria,1
7.369722,12.354722,28.033886,1.659626,Cameroon,Algeria,3
5.152149,46.199616,28.033886,1.659626,Somalia,Algeria,4
6.428055,-9.429499,28.033886,1.659626,Liberia,Algeria,5
7.539989,-5.54708,28.033886,1.659626,C?te d'Ivoire,Algeria,5
-0.228021,15.827659,28.033886,1.659626,Congo [Republic],Algeria,64
24.215527,-12.885834,28.033886,1.659626,Western Sahara,Algeria,90000
-13.133897,27.849332,-11.202692,17.873887,Zambia,Angola,1
6.611111,20.939444,-11.202692,17.873887,Central African Republic,Angola,1
11.803749,-15.180413,-11.202692,17.873887,Guinea-Bissau,Angola,1
28.033886,1.659626,-11.202692,17.873887,Algeria,Angola,1
33.223191,43.679291,-11.202692,17.873887,Iraq,Angola,1
-30.559482,22.937506,-11.202692,17.873887,South Africa,Angola,2
21.521757,-77.781167,-11.202692,17.873887,Cuba,Angola,2
-6.369028,34.888822,-11.202692,17.873887,Tanzania,Angola,3
15.179384,39.782334,-11.202692,17.873887,Eritrea,Angola,4
-3.373056,29.918886,-11.202692,17.873887,Burundi,Angola,10
9.945587,-9.696645,-11.202692,17.873887,Guinea,Angola,11
21.00789,-10.940835,-11.202692,17.873887,Mauritania,Angola,16
5.152149,46.199616,-11.202692,17.873887,Somalia,Angola,33
12.862807,30.217636,-11.202692,17.873887,Sudan,Angola,41
15.454166,18.732207,-11.202692,17.873887,Chad,Angola,54
6.428055,-9.429499,-11.202692,17.873887,Liberia,Angola,69
8.460555,-11.779889,-11.202692,17.873887,Sierra Leone,Angola,84
7.539989,-5.54708,-11.202692,17.873887,C?te d'Ivoire,Angola,150
-1.940278,29.873888,-11.202692,17.873887,Rwanda,Angola,278
-0.228021,15.827659,-11.202692,17.873887,Congo [Republic],Angola,11900
-40.900557,174.885971,-38.416097,-63.616672,New Zealand,Argentina,1
-1.940278,29.873888,-38.416097,-63.616672,Rwanda,Argentina,1
-1.831239,-78.183406,-38.416097,-63.616672,Ecuador,Argentina,1
-0.023559,37.906193,-38.416097,-63.616672,Kenya,Argentina,1
6.42375,-66.58973,-38.416097,-63.616672,Venezuela,Argentina,1
8.619543,0.824782,-38.416097,-63.616672,Togo,Argentina,1
9.945587,-9.696645,-38.416097,-63.616672,Guinea,Argentina,1
14.058324,108.277199,-38.416097,-63.616672,Viet Nam ,Argentina,1
15.454166,18.732207,-38.416097,-63.616672,Chad,Argentina,1
18.735693,-70.162651,-38.416097,-63.616672,Dominican Republic,Argentina,1
19.85627,102.495496,-38.416097,-63.616672,Laos,Argentina,1
21.00789,-10.940835,-38.416097,-63.616672,Mauritania,Argentina,1
23.634501,-102.552784,-38.416097,-63.616672,Mexico,Argentina,1
41.87194,12.56738,-38.416097,-63.616672,Italy,Argentina,1
53.709807,27.953389,-38.416097,-63.616672,Belarus,Argentina,1
-23.442503,-58.443832,-38.416097,-63.616672,Paraguay,Argentina,2
-19.015438,29.154857,-38.416097,-63.616672,Zimbabwe,Argentina,2
6.611111,20.939444,-38.416097,-63.616672,Central African Republic,Argentina,2
12.865416,-85.207229,-38.416097,-63.616672,Nicaragua,Argentina,2
15.179384,39.782334,-38.416097,-63.616672,Eritrea,Argentina,2
31.791702,-7.09262,-38.416097,-63.616672,Morocco,Argentina,2
33.886917,9.537499,-38.416097,-63.616672,Tunisia,Argentina,2
38.969719,59.556278,-38.416097,-63.616672,Turkmenistan,Argentina,2
42.733883,25.48583,-38.416097,-63.616672,Bulgaria,Argentina,2
45.1,15.2,-38.416097,-63.616672,Croatia,Argentina,2
-30.559482,22.937506,-38.416097,-63.616672,South Africa,Argentina,3
-16.290154,-63.588653,-38.416097,-63.616672,Bolivia,Argentina,3
-3.373056,29.918886,-38.416097,-63.616672,Burundi,Argentina,3
12.862807,30.217636,-38.416097,-63.616672,Sudan,Argentina,3
37.09024,-95.712891,-38.416097,-63.616672,United States,Argentina,3
41.20438,74.766098,-38.416097,-63.616672,Kyrgyzstan,Argentina,3
42.315407,43.356892,-38.416097,-63.616672,Georgia,Argentina,3
7.369722,12.354722,-38.416097,-63.616672,Cameroon,Argentina,4
5.152149,46.199616,-38.416097,-63.616672,Somalia,Argentina,5
9.145,40.489673,-38.416097,-63.616672,Ethiopia,Argentina,6
43.915886,17.679076,-38.416097,-63.616672,Bosnia and Herzegovina,Argentina,6
-0.228021,15.827659,-38.416097,-63.616672,Congo [Republic],Argentina,7
7.539989,-5.54708,-38.416097,-63.616672,C?te d'Ivoire,Argentina,11
38.963745,35.243322,-38.416097,-63.616672,Turkey,Argentina,12
23.684994,90.356331,-38.416097,-63.616672,Bangladesh,Argentina,13
-11.202692,17.873887,-38.416097,-63.616672,Angola,Argentina,15
17.570692,-3.996166,-38.416097,-63.616672,Mali,Argentina,16
7.946527,-1.023194,-38.416097,-63.616672,Ghana,Argentina,20
32.427908,53.688046,-38.416097,-63.616672,Iran,Argentina,20
44.016521,21.005859,-38.416097,-63.616672,Serbia,Argentina,20
48.019573,66.923684,-38.416097,-63.616672,Kazakhstan,Argentina,23
11.803749,-15.180413,-38.416097,-63.616672,Guinea-Bissau,Argentina,24
41.153332,20.168331,-38.416097,-63.616672,Albania,Argentina,24
48.379433,31.16558,-38.416097,-63.616672,Ukraine,Argentina,24
33.223191,43.679291,-38.416097,-63.616672,Iraq,Argentina,25
20.593684,78.96288,-38.416097,-63.616672,India,Argentina,34
7.873054,80.771797,-38.416097,-63.616672,Sri Lanka,Argentina,38
30.375321,69.345116,-38.416097,-63.616672,Pakistan,Argentina,38
18.971187,-72.285215,-38.416097,-63.616672,Haiti,Argentina,41
9.081999,8.675277,-38.416097,-63.616672,Nigeria,Argentina,45
28.033886,1.659626,-38.416097,-63.616672,Algeria,Argentina,46
61.52401,105.318756,-38.416097,-63.616672,Russia,Argentina,51
45.943161,24.96676,-38.416097,-63.616672,Romania,Argentina,52
6.428055,-9.429499,-38.416097,-63.616672,Liberia,Argentina,64
8.460555,-11.779889,-38.416097,-63.616672,Sierra Leone,Argentina,71
14.497401,-14.452362,-38.416097,-63.616672,Senegal,Argentina,71
40.069099,45.038189,-38.416097,-63.616672,Armenia,Argentina,106
-35.675147,-71.542969,-38.416097,-63.616672,Chile,Argentina,153
4.570868,-74.297333,-38.416097,-63.616672,Colombia,Argentina,179
21.521757,-77.781167,-38.416097,-63.616672,Cuba,Argentina,324
-9.189967,-75.015152,-38.416097,-63.616672,Peru,Argentina,618
42.315407,43.356892,40.069099,45.038189,Georgia,Armenia,1
48.019573,66.923684,40.069099,45.038189,Kazakhstan,Armenia,1
61.52401,105.318756,40.069099,45.038189,Russia,Armenia,1
38.963745,35.243322,40.069099,45.038189,Turkey,Armenia,3
31.046051,34.851612,40.069099,45.038189,Israel,Armenia,5
32.427908,53.688046,40.069099,45.038189,Iran,Armenia,9
33.854721,35.862285,40.069099,45.038189,Lebanon,Armenia,14
33.223191,43.679291,40.069099,45.038189,Iraq,Armenia,837
40.143105,47.576927,40.069099,45.038189,Azerbaijan,Armenia,3082
33.223191,43.679291,-25.274398,133.775136,Iraq,Australia,5945
33.93911,67.709953,-25.274398,133.775136,Afghanistan,Australia,4933
7.873054,80.771797,-25.274398,133.775136,Sri Lanka,Australia,1843
35.86166,104.195397,-25.274398,133.775136,China,Australia,1467
32.427908,53.688046,-25.274398,133.775136,Iran,Australia,1151
30.375321,69.345116,-25.274398,133.775136,Pakistan,Australia,438
38.963745,35.243322,-25.274398,133.775136,Turkey,Australia,372
-19.015438,29.154857,-25.274398,133.775136,Zimbabwe,Australia,294
44.016521,21.005859,-25.274398,133.775136,Serbia,Australia,241
26.820553,30.802498,-25.274398,133.775136,Egypt,Australia,228
4.570868,-74.297333,-25.274398,133.775136,Colombia,Australia,219
23.684994,90.356331,-25.274398,133.775136,Bangladesh,Australia,208
61.52401,105.318756,-25.274398,133.775136,Russia,Australia,199
-0.789275,113.921327,-25.274398,133.775136,Indonesia,Australia,188
33.854721,35.862285,-25.274398,133.775136,Lebanon,Australia,170
9.145,40.489673,-25.274398,133.775136,Ethiopia,Australia,143
20.593684,78.96288,-25.274398,133.775136,India,Australia,123
28.394857,84.124008,-25.274398,133.775136,Nepal,Australia,114
5.152149,46.199616,-25.274398,133.775136,Somalia,Australia,86
28.033886,1.659626,-25.274398,133.775136,Algeria,Australia,84
34.802075,38.996815,-25.274398,133.775136,Syria,Australia,74
9.081999,8.675277,-25.274398,133.775136,Nigeria,Australia,67
-16.578193,179.414413,-25.274398,133.775136,Fiji,Australia,59
48.379433,31.16558,-25.274398,133.775136,Ukraine,Australia,55
12.862807,30.217636,-25.274398,133.775136,Sudan,Australia,53
15.179384,39.782334,-25.274398,133.775136,Eritrea,Australia,51
14.058324,108.277199,-25.274398,133.775136,Viet Nam ,Australia,50
41.153332,20.168331,-25.274398,133.775136,Albania,Australia,49
30.585164,36.238414,-25.274398,133.775136,Jordan,Australia,49
-6.314993,143.95555,-25.274398,133.775136,Papua New Guinea,Australia,44
29.31166,47.481766,-25.274398,133.775136,Kuwait,Australia,41
7.369722,12.354722,-25.274398,133.775136,Cameroon,Australia,35
46.862496,103.846656,-25.274398,133.775136,Mongolia,Australia,35
4.210484,101.975766,-25.274398,133.775136,Malaysia,Australia,32
-9.64571,160.156194,-25.274398,133.775136,Solomon Islands,Australia,32
8.460555,-11.779889,-25.274398,133.775136,Sierra Leone,Australia,30
31.046051,34.851612,-25.274398,133.775136,Israel,Australia,29
1.373333,32.290275,-25.274398,133.775136,Uganda,Australia,27
-3.373056,29.918886,-25.274398,133.775136,Burundi,Australia,24
-0.023559,37.906193,-25.274398,133.775136,Kenya,Australia,23
-0.228021,15.827659,-25.274398,133.775136,Congo [Republic],Australia,22
41.20438,74.766098,-25.274398,133.775136,Kyrgyzstan,Australia,22
41.377491,64.585262,-25.274398,133.775136,Uzbekistan,Australia,22
25.930414,50.637772,-25.274398,133.775136,Bahrain,Australia,20
7.946527,-1.023194,-25.274398,133.775136,Ghana,Australia,19
53.709807,27.953389,-25.274398,133.775136,Belarus,Australia,17
33.886917,9.537499,-25.274398,133.775136,Tunisia,Australia,17
23.885942,45.079162,-25.274398,133.775136,Saudi Arabia,Australia,16
43.915886,17.679076,-25.274398,133.775136,Bosnia and Herzegovina,Australia,15
12.565679,104.990963,-25.274398,133.775136,Cambodia,Australia,15
-30.559482,22.937506,-25.274398,133.775136,South Africa,Australia,15
15.870032,100.992541,-25.274398,133.775136,Thailand,Australia,15
42.315407,43.356892,-25.274398,133.775136,Georgia,Australia,14
31.791702,-7.09262,-25.274398,133.775136,Morocco,Australia,14
40.339852,127.510093,-25.274398,133.775136,North Korea,Australia,14
-9.189967,-75.015152,-25.274398,133.775136,Peru,Australia,14
45.943161,24.96676,-25.274398,133.775136,Romania,Australia,13
35.907757,127.766922,-25.274398,133.775136,South Korea,Australia,13
45.1,15.2,-25.274398,133.775136,Croatia,Australia,12
48.019573,66.923684,-25.274398,133.775136,Kazakhstan,Australia,11
-1.940278,29.873888,-25.274398,133.775136,Rwanda,Australia,11
-11.202692,17.873887,-25.274398,133.775136,Angola,Australia,10
-14.235004,-51.92528,-25.274398,133.775136,Brazil,Australia,10
6.428055,-9.429499,-25.274398,133.775136,Liberia,Australia,10
12.879721,121.774017,-25.274398,133.775136,Philippines,Australia,10
9.945587,-9.696645,-25.274398,133.775136,Guinea,Australia,8
37.09024,-95.712891,-25.274398,133.775136,United States,Australia,8
15.552727,48.516388,-25.274398,133.775136,Yemen,Australia,8
40.069099,45.038189,-25.274398,133.775136,Armenia,Australia,7
-1.831239,-78.183406,-25.274398,133.775136,Ecuador,Australia,7
-6.369028,34.888822,-25.274398,133.775136,Tanzania,Australia,7
-8.874217,125.727539,-25.274398,133.775136,Timor-Leste,Australia,7
13.794185,-88.89653,-25.274398,133.775136,El Salvador,Australia,6
56.879635,24.603189,-25.274398,133.775136,Latvia,Australia,6
1.352083,103.819836,-25.274398,133.775136,Singapore,Australia,6
42.733883,25.48583,-25.274398,133.775136,Bulgaria,Australia,5
7.539989,-5.54708,-25.274398,133.775136,C?te d'Ivoire,Australia,5
21.521757,-77.781167,-25.274398,133.775136,Cuba,Australia,5
21.00789,-10.940835,-25.274398,133.775136,Mauritania,Australia,5
23.634501,-102.552784,-25.274398,133.775136,Mexico,Australia,5
-13.133897,27.849332,-25.274398,133.775136,Zambia,Australia,5
40.143105,47.576927,-25.274398,133.775136,Azerbaijan,Australia,4
27.514162,90.433601,-25.274398,133.775136,Bhutan,Australia,4
46.227638,2.213749,-25.274398,133.775136,France,Australia,4
39.074208,21.824312,-25.274398,133.775136,Greece,Australia,4
19.85627,102.495496,-25.274398,133.775136,Laos,Australia,4
14.497401,-14.452362,-25.274398,133.775136,Senegal,Australia,4
56.130366,-106.346771,-25.274398,133.775136,Canada,Australia,3
-35.675147,-71.542969,-25.274398,133.775136,Chile,Australia,3
26.3351,17.228331,-25.274398,133.775136,Libya,Australia,3
17.570692,-3.996166,-25.274398,133.775136,Mali,Australia,3
-21.178986,-175.198242,-25.274398,133.775136,Tonga,Australia,3
23.424076,53.847818,-25.274398,133.775136,United Arab Emirates,Australia,3
50.503887,4.469936,-25.274398,133.775136,Belgium,Australia,2
56.26392,9.501785,-25.274398,133.775136,Denmark,Australia,2
13.443182,-15.310139,-25.274398,133.775136,Gambia,Australia,2
41.87194,12.56738,-25.274398,133.775136,Italy,Australia,2
17.607789,8.081666,-25.274398,133.775136,Niger,Australia,2
55.378051,-3.435973,-25.274398,133.775136,United Kingdom,Australia,2
-25.274398,133.775136,-25.274398,133.775136,Australia,Australia,1
15.454166,18.732207,-25.274398,133.775136,Chad,Australia,1
49.817492,15.472962,-25.274398,133.775136,Czech Republic,Australia,1
11.803749,-15.180413,-25.274398,133.775136,Guinea-Bissau,Australia,1
4.860416,-58.93018,-25.274398,133.775136,Guyana,Australia,1
3.202778,73.22068,-25.274398,133.775136,Maldives,Australia,1
35.937496,14.375416,-25.274398,133.775136,Malta,Australia,1
47.411631,28.369885,-25.274398,133.775136,Moldova,Australia,1
-18.665695,35.529562,-25.274398,133.775136,Mozambique,Australia,1
38.861034,71.276093,-25.274398,133.775136,Tajikistan,Australia,1
8.619543,0.824782,-25.274398,133.775136,Togo,Australia,1
-14.235004,-51.92528,47.516231,14.550072,Brazil,Austria,1
1.650801,10.267895,47.516231,14.550072,Equatorial Guinea,Austria,1
11.803749,-15.180413,47.516231,14.550072,Guinea-Bissau,Austria,1
17.570692,-3.996166,47.516231,14.550072,Mali,Austria,1
17.607789,8.081666,47.516231,14.550072,Niger,Austria,1
19.85627,102.495496,47.516231,14.550072,Laos,Austria,1
37.09024,-95.712891,47.516231,14.550072,United States,Austria,1
46.227638,2.213749,47.516231,14.550072,France,Austria,1
47.162494,19.503304,47.516231,14.550072,Hungary,Austria,1
51.919438,19.145136,47.516231,14.550072,Poland,Austria,1
-30.559482,22.937506,47.516231,14.550072,South Africa,Austria,2
-18.766947,46.869107,47.516231,14.550072,Madagascar,Austria,2
-9.189967,-75.015152,47.516231,14.550072,Peru,Austria,2
15.454166,18.732207,47.516231,14.550072,Chad,Austria,2
26.3351,17.228331,47.516231,14.550072,Libya,Austria,2
56.879635,24.603189,47.516231,14.550072,Latvia,Austria,2
14.497401,-14.452362,47.516231,14.550072,Senegal,Austria,3
48.669026,19.699024,47.516231,14.550072,Slovakia,Austria,3
49.817492,15.472962,47.516231,14.550072,Czech Republic,Austria,3
58.595272,25.013607,47.516231,14.550072,Estonia,Austria,3
-0.789275,113.921327,47.516231,14.550072,Indonesia,Austria,4
-0.023559,37.906193,47.516231,14.550072,Kenya,Austria,4
9.30769,2.315834,47.516231,14.550072,Benin,Austria,4
12.238333,-1.561593,47.516231,14.550072,Burkina Faso,Austria,5
12.879721,121.774017,47.516231,14.550072,Philippines,Austria,5
15.783471,-90.230759,47.516231,14.550072,Guatemala,Austria,5
21.00789,-10.940835,47.516231,14.550072,Mauritania,Austria,5
30.585164,36.238414,47.516231,14.550072,Jordan,Austria,5
42.733883,25.48583,47.516231,14.550072,Bulgaria,Austria,5
-16.290154,-63.588653,47.516231,14.550072,Bolivia,Austria,6
12.565679,104.990963,47.516231,14.550072,Cambodia,Austria,6
15.552727,48.516388,47.516231,14.550072,Yemen,Austria,7
31.791702,-7.09262,47.516231,14.550072,Morocco,Austria,7
-19.015438,29.154857,47.516231,14.550072,Zimbabwe,Austria,10
38.969719,59.556278,47.516231,14.550072,Turkmenistan,Austria,12
42.708678,19.37439,47.516231,14.550072,Montenegro,Austria,12
7.873054,80.771797,47.516231,14.550072,Sri Lanka,Austria,15
21.521757,-77.781167,47.516231,14.550072,Cuba,Austria,17
45.1,15.2,47.516231,14.550072,Croatia,Austria,17
1.373333,32.290275,47.516231,14.550072,Uganda,Austria,18
28.394857,84.124008,47.516231,14.550072,Nepal,Austria,19
-3.373056,29.918886,47.516231,14.550072,Burundi,Austria,20
7.539989,-5.54708,47.516231,14.550072,C?te d'Ivoire,Austria,21
6.428055,-9.429499,47.516231,14.550072,Liberia,Austria,22
7.946527,-1.023194,47.516231,14.550072,Ghana,Austria,23
8.619543,0.824782,47.516231,14.550072,Togo,Austria,23
20.593684,78.96288,47.516231,14.550072,India,Austria,23
28.033886,1.659626,47.516231,14.550072,Algeria,Austria,24
23.684994,90.356331,47.516231,14.550072,Bangladesh,Austria,26
48.019573,66.923684,47.516231,14.550072,Kazakhstan,Austria,26
33.854721,35.862285,47.516231,14.550072,Lebanon,Austria,27
33.886917,9.537499,47.516231,14.550072,Tunisia,Austria,30
26.820553,30.802498,47.516231,14.550072,Egypt,Austria,32
13.443182,-15.310139,47.516231,14.550072,Gambia,Austria,33
15.179384,39.782334,47.516231,14.550072,Eritrea,Austria,34
9.945587,-9.696645,47.516231,14.550072,Guinea,Austria,36
4.570868,-74.297333,47.516231,14.550072,Colombia,Austria,37
8.460555,-11.779889,47.516231,14.550072,Sierra Leone,Austria,47
38.861034,71.276093,47.516231,14.550072,Tajikistan,Austria,49
14.058324,108.277199,47.516231,14.550072,Viet Nam ,Austria,51
45.943161,24.96676,47.516231,14.550072,Romania,Austria,53
53.709807,27.953389,47.516231,14.550072,Belarus,Austria,59
30.375321,69.345116,47.516231,14.550072,Pakistan,Austria,61
-1.940278,29.873888,47.516231,14.550072,Rwanda,Austria,62
41.377491,64.585262,47.516231,14.550072,Uzbekistan,Austria,92
9.145,40.489673,47.516231,14.550072,Ethiopia,Austria,98
46.862496,103.846656,47.516231,14.550072,Mongolia,Austria,101
47.411631,28.369885,47.516231,14.550072,Moldova,Austria,111
35.86166,104.195397,47.516231,14.550072,China,Austria,137
9.081999,8.675277,47.516231,14.550072,Nigeria,Austria,139
-11.202692,17.873887,47.516231,14.550072,Angola,Austria,144
41.20438,74.766098,47.516231,14.550072,Kyrgyzstan,Austria,156
7.369722,12.354722,47.516231,14.550072,Cameroon,Austria,159
12.862807,30.217636,47.516231,14.550072,Sudan,Austria,163
41.153332,20.168331,47.516231,14.550072,Albania,Austria,179
43.915886,17.679076,47.516231,14.550072,Bosnia and Herzegovina,Austria,205
48.379433,31.16558,47.516231,14.550072,Ukraine,Austria,221
40.143105,47.576927,47.516231,14.550072,Azerbaijan,Austria,290
34.802075,38.996815,47.516231,14.550072,Syria,Austria,333
-0.228021,15.827659,47.516231,14.550072,Congo [Republic],Austria,392
42.315407,43.356892,47.516231,14.550072,Georgia,Austria,532
5.152149,46.199616,47.516231,14.550072,Somalia,Austria,630
40.069099,45.038189,47.516231,14.550072,Armenia,Austria,715
38.963745,35.243322,47.516231,14.550072,Turkey,Austria,1060
33.223191,43.679291,47.516231,14.550072,Iraq,Austria,1972
32.427908,53.688046,47.516231,14.550072,Iran,Austria,2112
33.93911,67.709953,47.516231,14.550072,Afghanistan,Austria,5387
44.016521,21.005859,47.516231,14.550072,Serbia,Austria,6218
61.52401,105.318756,47.516231,14.550072,Russia,Austria,14122
-0.228021,15.827659,40.143105,47.576927,Congo [Republic],Azerbaijan,1
30.375321,69.345116,40.143105,47.576927,Pakistan,Azerbaijan,1
40.069099,45.038189,40.143105,47.576927,Armenia,Azerbaijan,1
38.969719,59.556278,40.143105,47.576927,Turkmenistan,Azerbaijan,3
33.223191,43.679291,40.143105,47.576927,Iraq,Azerbaijan,55
32.427908,53.688046,40.143105,47.576927,Iran,Azerbaijan,97
33.93911,67.709953,40.143105,47.576927,Afghanistan,Azerbaijan,125
61.52401,105.318756,40.143105,47.576927,Russia,Azerbaijan,1770
33.223191,43.679291,25.930414,50.637772,Iraq,Bahrain,48
8.460555,-11.779889,23.684994,90.356331,Sierra Leone,Bangladesh,1
9.145,40.489673,23.684994,90.356331,Ethiopia,Bangladesh,1
12.862807,30.217636,23.684994,90.356331,Sudan,Bangladesh,1
7.873054,80.771797,23.684994,90.356331,Sri Lanka,Bangladesh,2
33.223191,43.679291,23.684994,90.356331,Iraq,Bangladesh,8
5.152149,46.199616,23.684994,90.356331,Somalia,Bangladesh,11
32.427908,53.688046,23.684994,90.356331,Iran,Bangladesh,23
-1.940278,29.873888,53.709807,27.953389,Rwanda,Belarus,1
6.428055,-9.429499,53.709807,27.953389,Liberia,Belarus,1
20.593684,78.96288,53.709807,27.953389,India,Belarus,1
33.223191,43.679291,53.709807,27.953389,Iraq,Belarus,1
40.069099,45.038189,53.709807,27.953389,Armenia,Belarus,1
32.427908,53.688046,53.709807,27.953389,Iran,Belarus,2
9.145,40.489673,53.709807,27.953389,Ethiopia,Belarus,12
38.861034,71.276093,53.709807,27.953389,Tajikistan,Belarus,16
40.143105,47.576927,53.709807,27.953389,Azerbaijan,Belarus,28
42.315407,43.356892,53.709807,27.953389,Georgia,Belarus,105
33.93911,67.709953,53.709807,27.953389,Afghanistan,Belarus,436
-22.95764,18.49041,50.503887,4.469936,Namibia,Belgium,1
9.30769,2.315834,50.503887,4.469936,Benin,Belgium,1
18.735693,-70.162651,50.503887,4.469936,Dominican Republic,Belgium,1
31.046051,34.851612,50.503887,4.469936,Israel,Belgium,1
39.074208,21.824312,50.503887,4.469936,Greece,Belgium,1
39.399872,-8.224454,50.503887,4.469936,Portugal,Belgium,1
-32.522779,-55.765835,50.503887,4.469936,Uruguay,Belgium,2
-30.559482,22.937506,50.503887,4.469936,South Africa,Belgium,2
20.593684,78.96288,50.503887,4.469936,India,Belgium,2
27.514162,90.433601,50.503887,4.469936,Bhutan,Belgium,2
-18.766947,46.869107,50.503887,4.469936,Madagascar,Belgium,3
-0.803689,11.609444,50.503887,4.469936,Gabon,Belgium,3
15.552727,48.516388,50.503887,4.469936,Yemen,Belgium,3
40.463667,-3.74922,50.503887,4.469936,Spain,Belgium,3
58.595272,25.013607,50.503887,4.469936,Estonia,Belgium,3
-9.189967,-75.015152,50.503887,4.469936,Peru,Belgium,4
7.946527,-1.023194,50.503887,4.469936,Ghana,Belgium,4
51.165691,10.451526,50.503887,4.469936,Germany,Belgium,4
17.570692,-3.996166,50.503887,4.469936,Mali,Belgium,5
15.783471,-90.230759,50.503887,4.469936,Guatemala,Belgium,6
30.585164,36.238414,50.503887,4.469936,Jordan,Belgium,6
26.820553,30.802498,50.503887,4.469936,Egypt,Belgium,7
45.1,15.2,50.503887,4.469936,Croatia,Belgium,7
47.411631,28.369885,50.503887,4.469936,Moldova,Belgium,7
56.879635,24.603189,50.503887,4.469936,Latvia,Belgium,7
-16.290154,-63.588653,50.503887,4.469936,Bolivia,Belgium,8
1.373333,32.290275,50.503887,4.469936,Uganda,Belgium,8
18.971187,-72.285215,50.503887,4.469936,Haiti,Belgium,8
23.684994,90.356331,50.503887,4.469936,Bangladesh,Belgium,8
-0.023559,37.906193,50.503887,4.469936,Kenya,Belgium,9
31.791702,-7.09262,50.503887,4.469936,Morocco,Belgium,9
40.339852,127.510093,50.503887,4.469936,North Korea,Belgium,9
-6.369028,34.888822,50.503887,4.469936,Tanzania,Belgium,10
9.081999,8.675277,50.503887,4.469936,Nigeria,Belgium,10
11.803749,-15.180413,50.503887,4.469936,Guinea-Bissau,Belgium,11
6.428055,-9.429499,50.503887,4.469936,Liberia,Belgium,13
12.238333,-1.561593,50.503887,4.469936,Burkina Faso,Belgium,13
26.3351,17.228331,50.503887,4.469936,Libya,Belgium,13
49.817492,15.472962,50.503887,4.469936,Czech Republic,Belgium,13
6.611111,20.939444,50.503887,4.469936,Central African Republic,Belgium,15
15.179384,39.782334,50.503887,4.469936,Eritrea,Belgium,16
33.886917,9.537499,50.503887,4.469936,Tunisia,Belgium,16
41.20438,74.766098,50.503887,4.469936,Kyrgyzstan,Belgium,16
42.315407,43.356892,50.503887,4.469936,Georgia,Belgium,17
12.565679,104.990963,50.503887,4.469936,Cambodia,Belgium,18
48.019573,66.923684,50.503887,4.469936,Kazakhstan,Belgium,18
14.497401,-14.452362,50.503887,4.469936,Senegal,Belgium,20
55.169438,23.881275,50.503887,4.469936,Lithuania,Belgium,21
17.607789,8.081666,50.503887,4.469936,Niger,Belgium,22
19.85627,102.495496,50.503887,4.469936,Laos,Belgium,23
28.394857,84.124008,50.503887,4.469936,Nepal,Belgium,24
8.460555,-11.779889,50.503887,4.469936,Sierra Leone,Belgium,25
40.143105,47.576927,50.503887,4.469936,Azerbaijan,Belgium,27
4.570868,-74.297333,50.503887,4.469936,Colombia,Belgium,29
41.377491,64.585262,50.503887,4.469936,Uzbekistan,Belgium,33
15.454166,18.732207,50.503887,4.469936,Chad,Belgium,35
40.069099,45.038189,50.503887,4.469936,Armenia,Belgium,35
28.033886,1.659626,50.503887,4.469936,Algeria,Belgium,41
33.854721,35.862285,50.503887,4.469936,Lebanon,Belgium,41
42.733883,25.48583,50.503887,4.469936,Bulgaria,Belgium,41
12.862807,30.217636,50.503887,4.469936,Sudan,Belgium,47
11.825138,42.590275,50.503887,4.469936,Djibouti,Belgium,50
45.943161,24.96676,50.503887,4.469936,Romania,Belgium,50
30.375321,69.345116,50.503887,4.469936,Pakistan,Belgium,56
9.145,40.489673,50.503887,4.469936,Ethiopia,Belgium,63
-35.675147,-71.542969,50.503887,4.469936,Chile,Belgium,65
14.058324,108.277199,50.503887,4.469936,Viet Nam ,Belgium,71
21.00789,-10.940835,50.503887,4.469936,Mauritania,Belgium,76
7.873054,80.771797,50.503887,4.469936,Sri Lanka,Belgium,87
5.152149,46.199616,50.503887,4.469936,Somalia,Belgium,89
43.915886,17.679076,50.503887,4.469936,Bosnia and Herzegovina,Belgium,97
48.379433,31.16558,50.503887,4.469936,Ukraine,Belgium,100
8.619543,0.824782,50.503887,4.469936,Togo,Belgium,112
47.162494,19.503304,50.503887,4.469936,Hungary,Belgium,112
53.709807,27.953389,50.503887,4.469936,Belarus,Belgium,124
-11.202692,17.873887,50.503887,4.469936,Angola,Belgium,128
34.802075,38.996815,50.503887,4.469936,Syria,Belgium,152
7.369722,12.354722,50.503887,4.469936,Cameroon,Belgium,163
41.153332,20.168331,50.503887,4.469936,Albania,Belgium,181
